alist-encrypt  | 2026-06-04T20:48:12 [req-1d876f] [/] [request] GET / status=200 bytes=1425 duration=7.631096ms
alist-encrypt  | 2026-06-04T20:48:41+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:41+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:41+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=1
alist-encrypt  | 2026-06-04T20:48:41+08:00 INF Decrypt playback attempt failed category=redirect consumer_scenario=redirect_playback display_path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4" range=bytes=0- strategy=range target_url=https://ykj-eos-dg5-01.eos-dongguan-6.cmecloud.cn/d2f4a62897e9479090a3236f3802f530086?response-content-disposition=attachment%3B%20filename%2A%3DUTF-8%27%2787kdQg0Y5VOWIUjOwdOf5G0hcoHtage-0.bin&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20260604T124836Z&X-Amz-SignedHeaders=host&X-Amz-Expires=900&X-Amz-Credential=9T1UKBIX6OJSR5XN2F2T%2F20260604%2Fdefault%2Fs3%2Faws4_request&t=2&u=1039986731129007951&ot=personal&oi=1039986731129007951&f=FnywxIRnbPfp6J6oNtT9D1omvOr9L2yv6&ext=eyJ1dCI6MX0%3D&X-Amz-Signature=255502ec2ba58b955dc97ed28d04434631907e10180b3cabf80faae9181b2244
alist-encrypt  | 2026-06-04T20:48:41 [req-410657] [redirect:/4f1ea4ffa2d88ccf77532d7d1847505d] [request] GET /redirect/4f1ea4ffa2d88ccf77532d7d1847505d status=502 bytes=44 duration=260.539416ms
alist-encrypt  | 2026-06-04T20:48:41+08:00 ERR Failed to proxy redirect error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/hhd800.com@MFCW-073.mp4"
alist-encrypt  | 2026-06-04T20:48:57 [req-c13666] [list:/] [list] Handling fs list for path: /
alist-encrypt  | 2026-06-04T20:48:57 [req-c13666] [list:/] [request] POST /api/fs/list status=200 bytes=73 duration=2.03877ms
alist-encrypt  | 2026-06-04T20:49:01 [req-40e1d3] [/] [propfind] Listing: /
alist-encrypt  | 2026-06-04T20:49:01 [req-40e1d3] [/] [propfind] Request path=/ rule=none
alist-encrypt  | 2026-06-04T20:49:01 [req-40e1d3] [/] [propfind] Alist response: status=401
alist-encrypt  | 2026-06-04T20:49:01 [req-40e1d3] [/] [propfind] Timings upstream=5.403616ms parse=11.011µs decrypt=84ns entries=0 bytes=0
alist-encrypt  | 2026-06-04T20:49:01 [req-40e1d3] [/] [request] PROPFIND /dav/ status=401 bytes=0 duration=5.522541ms
alist-encrypt  | 2026-06-04T20:49:01 [req-429bf0] [/] [propfind] Listing: /
alist-encrypt  | 2026-06-04T20:49:01 [req-429bf0] [/] [propfind] Request path=/ rule=none
alist-encrypt  | 2026-06-04T20:49:01 [req-429bf0] [/] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:01 [req-429bf0] [/] [propfind] Timings upstream=4.231245ms parse=276.539µs decrypt=152ns entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:01 [req-429bf0] [/] [request] PROPFIND /dav/ status=207 bytes=581 duration=4.676236ms
alist-encrypt  | 2026-06-04T20:49:01 [req-9d80d2] [/] [propfind] Listing: /
alist-encrypt  | 2026-06-04T20:49:01 [req-9d80d2] [/] [propfind] Request path=/ rule=none
alist-encrypt  | 2026-06-04T20:49:01 [req-9d80d2] [/] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:01 [req-9d80d2] [/] [propfind] Timings upstream=5.496122ms parse=236.839µs decrypt=124ns entries=1 bytes=561
alist-encrypt  | 2026-06-04T20:49:01 [req-9d80d2] [/] [request] PROPFIND /dav/ status=207 bytes=561 duration=5.851068ms
alist-encrypt  | 2026-06-04T20:49:01 [req-735f0a] [/] [propfind] Listing: /
alist-encrypt  | 2026-06-04T20:49:01 [req-735f0a] [/] [propfind] Request path=/ rule=none
alist-encrypt  | 2026-06-04T20:49:01 [req-735f0a] [/] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:01 [req-735f0a] [/] [propfind] Timings upstream=8.681114ms parse=17.347379ms decrypt=92ns entries=11 bytes=5785
alist-encrypt  | 2026-06-04T20:49:01 [req-735f0a] [/] [request] PROPFIND /dav/ status=207 bytes=5785 duration=26.426592ms
alist-encrypt  | 2026-06-04T20:49:01 [req-602817] [156联通云盘:/] [propfind] Listing: /156联通云盘/
alist-encrypt  | 2026-06-04T20:49:01 [req-602817] [156联通云盘:/] [propfind] Request path=/156联通云盘/ rule=none
alist-encrypt  | 2026-06-04T20:49:01 [req-602817] [156联通云盘:/] [propfind] Alist response: status=404
alist-encrypt  | 2026-06-04T20:49:01 [req-602817] [156联通云盘:/] [propfind] Timings upstream=331.306631ms parse=12.04µs decrypt=76ns entries=0 bytes=9
alist-encrypt  | 2026-06-04T20:49:01 [req-602817] [156联通云盘:/] [request] PROPFIND /dav/156联通云盘/ status=404 bytes=9 duration=331.392399ms
alist-encrypt  | 2026-06-04T20:49:02 [req-220e6d] [移动云盘156:/] [propfind] Listing: /移动云盘156/
alist-encrypt  | 2026-06-04T20:49:02 [req-220e6d] [移动云盘156:/] [propfind] Request path=/移动云盘156/ rule=none
alist-encrypt  | 2026-06-04T20:49:02 [req-220e6d] [移动云盘156:/] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:02 [req-220e6d] [移动云盘156:/] [propfind] Timings upstream=5.080702ms parse=19.26499ms decrypt=55ns entries=12 bytes=6847
alist-encrypt  | 2026-06-04T20:49:02 [req-220e6d] [移动云盘156:/] [request] PROPFIND /dav/移动云盘156/ status=207 bytes=6847 duration=24.557201ms
alist-encrypt  | 2026-06-04T20:49:02 [req-1974a9] [移动云盘156:/来自链接分享] [propfind] Listing: /移动云盘156/来自链接分享/
alist-encrypt  | 2026-06-04T20:49:02 [req-1974a9] [移动云盘156:/来自链接分享] [propfind] Request path=/移动云盘156/来自链接分享/ rule=none
alist-encrypt  | 2026-06-04T20:49:03 [req-1974a9] [移动云盘156:/来自链接分享] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:03 [req-1974a9] [移动云盘156:/来自链接分享] [propfind] Timings upstream=255.833507ms parse=1.306347ms decrypt=54ns entries=2 bytes=1299
alist-encrypt  | 2026-06-04T20:49:03 [req-1974a9] [移动云盘156:/来自链接分享] [request] PROPFIND /dav/移动云盘156/来自链接分享/ status=207 bytes=1299 duration=257.24824ms
alist-encrypt  | 2026-06-04T20:49:03 [req-b01292] [移动云盘156:/手机备份] [propfind] Listing: /移动云盘156/手机备份/
alist-encrypt  | 2026-06-04T20:49:03 [req-b01292] [移动云盘156:/手机备份] [propfind] Request path=/移动云盘156/手机备份/ rule=none
alist-encrypt  | 2026-06-04T20:49:03 [req-b01292] [移动云盘156:/手机备份] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:03 [req-b01292] [移动云盘156:/手机备份] [propfind] Timings upstream=171.260671ms parse=12.25738ms decrypt=55ns entries=8 bytes=4771
alist-encrypt  | 2026-06-04T20:49:03 [req-b01292] [移动云盘156:/手机备份] [request] PROPFIND /dav/移动云盘156/手机备份/ status=207 bytes=4771 duration=184.083727ms
alist-encrypt  | 2026-06-04T20:49:03 [req-fa6682] [移动云盘156:/手机视频] [propfind] Listing: /移动云盘156/手机视频/
alist-encrypt  | 2026-06-04T20:49:03 [req-fa6682] [移动云盘156:/手机视频] [propfind] Request path=/移动云盘156/手机视频/ rule=none
alist-encrypt  | 2026-06-04T20:49:03 [req-fa6682] [移动云盘156:/手机视频] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:03 [req-fa6682] [移动云盘156:/手机视频] [propfind] Timings upstream=251.983891ms parse=32.002568ms decrypt=51ns entries=22 bytes=11920
alist-encrypt  | 2026-06-04T20:49:03 [req-fa6682] [移动云盘156:/手机视频] [request] PROPFIND /dav/移动云盘156/手机视频/ status=207 bytes=11920 duration=284.343861ms
alist-encrypt  | 2026-06-04T20:49:03 [req-7c3022] [移动云盘156:/手机图片] [propfind] Listing: /移动云盘156/手机图片/
alist-encrypt  | 2026-06-04T20:49:03 [req-7c3022] [移动云盘156:/手机图片] [propfind] Request path=/移动云盘156/手机图片/ rule=none
alist-encrypt  | 2026-06-04T20:49:03 [req-d6e05b] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/
alist-encrypt  | 2026-06-04T20:49:03 [req-d6e05b] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/ rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:03 [req-d6e05b] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:03 [req-7c3022] [移动云盘156:/手机图片] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:03 [req-7c3022] [移动云盘156:/手机图片] [propfind] Timings upstream=231.67131ms parse=18.275558ms decrypt=47ns entries=15 bytes=7873
alist-encrypt  | 2026-06-04T20:49:03 [req-7c3022] [移动云盘156:/手机图片] [request] PROPFIND /dav/移动云盘156/手机图片/ status=207 bytes=7873 duration=250.299571ms
alist-encrypt  | 2026-06-04T20:49:04 [req-d6e05b] [移动云盘156:/encrypt] [propfind] Timings upstream=16.918031ms parse=529.741481ms decrypt=52.863239ms entries=326 bytes=159929
alist-encrypt  | 2026-06-04T20:49:04 [req-d6e05b] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/ status=207 bytes=159929 duration=605.060415ms
alist-encrypt  | 2026-06-04T20:49:04 [req-6f4809] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/encrypt/
alist-encrypt  | 2026-06-04T20:49:04 [req-6f4809] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/encrypt/ rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:04 [req-b1da5c] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-04T20:49:04 [req-b1da5c] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:04 [req-b1da5c] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:04 [req-b1da5c] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:04 [req-b1da5c] [移动云盘156:/encrypt] [propfind] Timings upstream=2.492895ms parse=1.586439ms decrypt=33.377µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:04 [req-b1da5c] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 status=207 bytes=581 duration=4.198276ms
alist-encrypt  | 2026-06-04T20:49:04 [req-bf4e71] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-04T20:49:04 [req-bf4e71] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:04 [req-bf4e71] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:04 [req-bf4e71] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:04 [req-5e966b] [移动云盘156:/encrypt] [propfind] Listing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-04T20:49:04 [req-5e966b] [移动云盘156:/encrypt] [propfind] Using cached enc path: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:04 [req-5e966b] [移动云盘156:/encrypt] [propfind] Request path=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin rule=FindByPath
alist-encrypt  | 2026-06-04T20:49:04 [req-bf4e71] [移动云盘156:/encrypt] [propfind] Timings upstream=2.18632ms parse=2.892833ms decrypt=49.896µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:04 [req-bf4e71] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 status=207 bytes=581 duration=5.227826ms
alist-encrypt  | 2026-06-04T20:49:04 [req-5e966b] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:04 [req-5e966b] [移动云盘156:/encrypt] [propfind] Timings upstream=2.382397ms parse=1.605168ms decrypt=56.742µs entries=1 bytes=581
alist-encrypt  | 2026-06-04T20:49:04 [req-5e966b] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 status=207 bytes=581 duration=4.196862ms
alist-encrypt  | 2026-06-04T20:49:04 [req-626d82] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-04T20:49:04 [req-626d82] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-04T20:49:04 [req-570b87] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-04T20:49:04 [req-570b87] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-04T20:49:04 [req-40d260] [移动云盘156:/encrypt] [webdav-get] Processing: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-04T20:49:04 [req-40d260] [移动云盘156:/encrypt] [webdav-get] Path converted: /移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 -> /移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-04T20:49:04 [req-626d82] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:04 [req-626d82] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4
alist-encrypt  | 2026-06-04T20:49:04 [req-626d82] [移动云盘156:/encrypt] [size-resolver] Resolved size=2085670464 from cache (confidence=70)
alist-encrypt  | 2026-06-04T20:49:04 [req-626d82] [移动云盘156:/encrypt] [webdav-get] File size: 2085670464, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:04 [req-626d82] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin
alist-encrypt  | 2026-06-04T20:49:04 [req-570b87] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:04 [req-570b87] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4
alist-encrypt  | 2026-06-04T20:49:04 [req-40d260] [移动云盘156:/encrypt] [webdav-get] raw_url fresh fetch failed, display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 real=/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin status=200 reason=raw_url_empty
alist-encrypt  | 2026-06-04T20:49:04 [req-40d260] [移动云盘156:/encrypt] [webdav-get] Using /dav fallback target for display=/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4
alist-encrypt  | 2026-06-04T20:49:04 [req-570b87] [移动云盘156:/encrypt] [size-resolver] Resolved size=2168243790 from cache (confidence=70)
alist-encrypt  | 2026-06-04T20:49:04 [req-570b87] [移动云盘156:/encrypt] [webdav-get] File size: 2168243790, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:04 [req-570b87] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin
alist-encrypt  | 2026-06-04T20:49:04 [req-40d260] [移动云盘156:/encrypt] [size-resolver] Resolved size=1136828276 from cache (confidence=70)
alist-encrypt  | 2026-06-04T20:49:04 [req-40d260] [移动云盘156:/encrypt] [webdav-get] File size: 1136828276, strategy: file_info_cache
alist-encrypt  | 2026-06-04T20:49:04 [req-40d260] [移动云盘156:/encrypt] [webdav-get] Proxying with decryption, target=http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin
alist-encrypt  | 2026-06-04T20:49:04 [req-6f4809] [移动云盘156:/encrypt] [propfind] Alist response: status=207
alist-encrypt  | 2026-06-04T20:49:04 [req-6f4809] [移动云盘156:/encrypt] [propfind] Timings upstream=181.621235ms parse=17.59585ms decrypt=594.305µs entries=13 bytes=6913
alist-encrypt  | 2026-06-04T20:49:04 [req-6f4809] [移动云盘156:/encrypt] [request] PROPFIND /dav/移动云盘156/encrypt/encrypt/ status=207 bytes=6913 duration=200.018341ms
alist-encrypt  | 2026-06-04T20:49:04+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=223 zeros=1
alist-encrypt  | 2026-06-04T20:49:04+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin"
alist-encrypt  | 2026-06-04T20:49:04+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin"
alist-encrypt  | 2026-06-04T20:49:04+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=228 zeros=0
alist-encrypt  | 2026-06-04T20:49:04+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-04T20:49:04+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-04T20:49:04+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=3
alist-encrypt  | 2026-06-04T20:49:04+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin"
alist-encrypt  | 2026-06-04T20:49:04+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" failure_reason=decrypt_validation_failed fresh_retry=true path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin"
alist-encrypt  | 2026-06-04T20:49:05+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=219 zeros=3
alist-encrypt  | 2026-06-04T20:49:05+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0+5V+YO0--1.bin"
alist-encrypt  | 2026-06-04T20:49:05 [req-40d260] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4 status=502 bytes=44 duration=786.124664ms
alist-encrypt  | 2026-06-04T20:49:05+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part005.mp4"
alist-encrypt  | 2026-06-04T20:49:05+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=228 zeros=0
alist-encrypt  | 2026-06-04T20:49:05+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg0p5V+YO0--3.bin"
alist-encrypt  | 2026-06-04T20:49:05 [req-570b87] [移动云盘156:/encrypt] [request] GET /dav/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4 status=502 bytes=44 duration=793.200444ms
alist-encrypt  | 2026-06-04T20:49:05+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part003.mp4"
alist-encrypt  | 2026-06-04T20:49:05+08:00 WRN Decrypted data looks encrypted — wrong password or file size? sample_len=512 unique_bytes=223 zeros=1
alist-encrypt  | 2026-06-04T20:49:05+08:00 INF Decrypt playback attempt failed category=playback consumer_scenario=webdav_get display_path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" failure_reason=decrypt_validation_failed fresh_retry=false path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4" range= strategy=range target_url="http://openalist:5244/dav/移动云盘156/encrypt/i6a+5VOWe~OQG+ctcG4of+mQeoHYlfL3cg035V+YO0--6.bin"
alist-encrypt  | 2026-06-04T20:49:05+08:00 ERR WebDAV GET decryption failed error="decryption validation failed: output appears encrypted (wrong password or file size?)" failure=decrypt_validation_failed path="/移动云盘156/encrypt/gg5.co@SNOS-122_UNC.part004.mp4"
